pmid,pmcid,doi,title,authors,year,month,day,journal,volume,issue,pages
38446857,,10.1073/pnas.2310044121,"Insights into hippocampal perfusion using high-resolution, multi-modal 7T MRI","['Haast RAM', 'Kashyap S', 'Ivanov D', 'Yousif MD', 'DeKraker J', 'Poser BA', 'Khan AR']",2024,3,12,Proc Natl Acad Sci U S A,121,11.0,e2310044121
